cmd,cli,file,nodes,yang_path,action,phase,pr
no_set_ipv6_nexthop_peer_cmd,no set ipv6 next-hop peer-address,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ipv6_nexthop_prefer_global_cmd,no set ipv6 next-hop prefer-global,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_ipx_vpn_nexthop_cmd,no set <ipv4|ipv6> vpn next-hop [<A.B.C.D|X:X::X:X>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_label_index_cmd,no set label-index [(0-1048560)],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_lcommunity1_cmd,no set large-community AA:BB:CC...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_lcommunity1_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_lcommunity_cmd,no set large-community none,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_lcommunity_delete_cmd,no set large-comm-list <(1-99)|(100-500)|LCOMMUNITY_LIST_NAME> [delete],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_lcommunity_delete_method2_cmd,no set large-comm-list delete [<(1-99)|(100-500)|LCOMMUNITY_LIST_NAME>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_lcommunity_delete_short_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_local_pref_cmd,no set local-preference [WORD],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_origin_cmd,no set origin [<egp|igp|incomplete>],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_originator_id_cmd,no set originator-id [A.B.C.D],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_table_id_cmd,no set table [(1-4294967295)],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_vpn_nexthop_cmd,no set <vpnv4 next-hop A.B.C.D|vpnv6 next-hop X:X::X:X>,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
no_set_weight_cmd,no set weight [(0-4294967295)],bgpd/bgp_routemap.c,RMAP_NODE,PARTIAL,fix,8-filter-rmap,
no_upa_drop_global_cmd,no upa drop,bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,6-srv6-ls-upa-fs,
no_upa_max_routes_global_cmd,no upa max-routes [(1-4294967295)],bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,5-evpn,
no_upa_originate_all_cmd,no upa originate-all,bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,6-srv6-ls-upa-fs,
no_vpnv4_network_cmd,no network A.B.C.D/M rd ASN:NN_OR_IP-ADDRESS:NN <tag|label> (0-1048575),bgpd/bgp_mplsvpn.c,BGP_VPNV4_NODE,PARTIAL,fix,4-network-vpn,
no_vpnv6_network_cmd,no network X:X::X:X/M rd ASN:NN_OR_IP-ADDRESS:NN <tag|label> (0-1048575),bgpd/bgp_mplsvpn.c,BGP_VPNV6_NODE,PARTIAL,fix,4-network-vpn,
router_bgp_cmd,router bgp [ASNUM$instasn [<view|vrf> VIEWVRFNAME] [as-notation <dot|dot+|plain>]],bgpd/bgp_vty.c,CONFIG_NODE,MISSING,add,1-globals,
rpki_cache_ssh_cmd,rpki cache ssh <A.B.C.D|WORD>$cache (1-65535)$sshport SSH_UNAME SSH_PRIVKEY [KNOWN_HOSTS_PATH] [source <A.B.C.D>$bindadd,bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
rpki_cache_tcp_cmd,rpki cache tcp <A.B.C.D|WORD>$cache TCPPORT [source <A.B.C.D>$bindaddr] preference (1-255),bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
rpki_cmd,Enable rpki and enter rpki configuration mode\n,bgpd/bgp_rpki.c,CONFIG_NODE,PARTIAL,fix,7-bmp-rpki,
rpki_expire_interval_cmd,rpki expire_interval (600-172800)$tmp,bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
rpki_polling_period_cmd,rpki polling_period (1-86400)$pp,bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
rpki_reset_config_mode_cmd,rpki reset,bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
rpki_retry_interval_cmd,rpki retry_interval (1-7200)$tmp,bgpd/bgp_rpki.c,RPKI_NODE,PARTIAL,fix,7-bmp-rpki,
set_aggregator_as_cmd,set aggregator as ASNUM A.B.C.D,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aigp_metric_cmd,set aigp-metric <igp-metric|(0-4294967295)>$aigp_metric,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_exclude_access_list_cmd,set as-path exclude as-path-access-list AS_PATH_FILTER_NAME,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_exclude_all_cmd,[no$no] set as-path exclude all$all,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_exclude_cmd,set as-path exclude ASNUM...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_prepend_asn_cmd,set as-path prepend ASNUM...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_prepend_lastas_cmd,set as-path prepend last-as (1-10),bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_replace_access_list_cmd,set as-path replace as-path-access-list AS_PATH_FILTER_NAME$aspath_filter_name [<ASNUM>$configured_asn],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_aspath_replace_asn_cmd,set as-path replace <any|ASNUM>$replace [<ASNUM>$configured_asn],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_atomic_aggregate_cmd,set atomic-aggregate,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_community_change_cmd,set comm-list <delete$del|add$add|replace$rep> <(1-99)|(100-500)|COMMUNITY_LIST_NAME>$name,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_community_cmd,set community AA:NN...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_community_delete_cmd,,?,RMAP_NODE,MISSING,add,8-filter-rmap,
set_community_none_cmd,set community none,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_distance_cmd,set distance (1-255),bgpd/bgp_routemap.c,RMAP_NODE,PARTIAL,fix,8-filter-rmap,
set_ecommunity_color_cmd,set extcommunity color RTLIST...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_delete_cmd,set extended-comm-list,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_delete_method2_cmd,set extended-comm-list delete,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_evpn_rmac_cmd,set extcommunity evpn rmac X:X:X:X:X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_lb_cmd,set extcommunity bandwidth <(0-4294967295)|cumulative|num-multipaths> [non-transitive],bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_none_cmd,set extcommunity none,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_nt_cmd,set extcommunity nt RTLIST...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_rt_cmd,set extcommunity rt ASN:NN_OR_IP-ADDRESS:NN...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ecommunity_soo_cmd,set extcommunity soo ASN:NN_OR_IP-ADDRESS:NN...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_evpn_gw_ip_ipv4_cmd,set evpn gateway-ip ipv4 A.B.C.D,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_evpn_gw_ip_ipv6_cmd,set evpn gateway-ip ipv6 X:X::X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ip_nexthop_peer_cmd,[no] set ip next-hop peer-address,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ip_nexthop_unchanged_cmd,[no] set ip next-hop unchanged,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ipv6_nexthop_global_cmd,set ipv6 next-hop global X:X::X:X,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ipv6_nexthop_peer_cmd,set ipv6 next-hop peer-address,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ipv6_nexthop_prefer_global_cmd,set ipv6 next-hop prefer-global,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_ipx_vpn_nexthop_cmd,set <ipv4|ipv6> vpn next-hop <A.B.C.D$addrv4|X:X::X:X$addrv6>,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_l3vpn_nexthop_encapsulation_cmd,[no] set l3vpn next-hop encapsulation <gre|gretap>$ziftype,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_label_index_cmd,set label-index (0-1048560),bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_lcommunity_cmd,set large-community AA:BB:CC...,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_lcommunity_delete_cmd,set large-comm-list <(1-99)|(100-500)|LCOMMUNITY_LIST_NAME> delete,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_lcommunity_delete_method2_cmd,set large-comm-list delete <(1-99)|(100-500)|LCOMMUNITY_LIST_NAME>,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_lcommunity_none_cmd,set large-community none,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_local_pref_cmd,set local-preference WORD,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_origin_cmd,set origin <egp|igp|incomplete>,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_originator_id_cmd,set originator-id A.B.C.D,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_table_id_cmd,set table (1-4294967295),bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_vpn_nexthop_cmd,set <vpnv4 next-hop A.B.C.D|vpnv6 next-hop X:X::X:X>,bgpd/bgp_routemap.c,RMAP_NODE,MISSING,add,8-filter-rmap,
set_weight_cmd,set weight (0-4294967295),bgpd/bgp_routemap.c,RMAP_NODE,PARTIAL,fix,8-filter-rmap,
sid_export_cmd,[no] sid export <(1-1048575)$sid_idx|auto$sid_auto|explicit$sid_explicit X:X::X:X$sid_value> [behavior dt46$behavior_dt4,bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,1-globals,
test_es_add_cmd,,?,BGP_EVPN_NODE,MISSING,add,5-evpn,
test_es_vni_add_cmd,,?,BGP_EVPN_NODE,MISSING,add,5-evpn,
upa_drop_global_cmd,upa drop,bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,6-srv6-ls-upa-fs,
upa_max_routes_global_cmd,upa max-routes (1-4294967295)$max,bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,5-evpn,
upa_originate_all_cmd,upa originate-all,bgpd/bgp_vty.c,BGP_IPV4_NODE;BGP_IPV6_NODE,MISSING,add,6-srv6-ls-upa-fs,
vnc_advertise_un_method_cmd,vnc advertise-un-method encap-attr,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_cmd,vnc defaults,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_l2rd_cmd,l2rd <(1-255)|auto-vn>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_no_l2rd_cmd,",        NO_STR",bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_rd_cmd,rd ASN:NN_OR_IP-ADDRESS:NN,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_responselifetime_cmd,response-lifetime <LIFETIME|infinite>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_rt_both_cmd,rt both RTLIST...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_rt_export_cmd,rt export RTLIST...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_defaults_rt_import_cmd,rt import RTLIST...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_DEFAULTS_NODE,MISSING,skip-vnc,10-vnc,
vnc_export_mode_cmd,vnc export <bgp|zebra> mode <group-nve|ce|none|registering-nve>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_export_nvegroup_cmd,vnc export <bgp|zebra> group-nve group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_l2_group_cmd,vnc l2-group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_l2_group_labels_cmd,labels (0-1048575)...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_L2_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_l2_group_lni_cmd,logical-network-id (0-4294967295),bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_L2_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_l2_group_no_labels_cmd,no labels (0-1048575)...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_L2_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_l2_group_rt_cmd,rt <both|export|import> ASN:NN_OR_IP-ADDRESS:NN,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_L2_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_no_export_nvegroup_cmd,vnc export <bgp|zebra> group-nve no group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_no_l2_group_cmd,no vnc l2-group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_no_nve_group_cmd,no vnc nve-group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_no_redistribute_protocol_cmd,no vnc redistribute <ipv4|ipv6> <bgp|bgp-direct|bgp-direct-to-nve-groups|connected|kernel|ospf|rip|static>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_no_vrf_policy_cmd,no vrf-policy NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_export_no_prefixlist_cmd,no vnc export <bgp|zebra> <ipv4|ipv6> prefix-list [NAME],bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_export_no_routemap_cmd,no vnc export <bgp|zebra> route-map [NAME],bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_export_prefixlist_cmd,vnc export <bgp|zebra> <ipv4|ipv6> prefix-list NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_export_routemap_cmd,vnc export <bgp|zebra> route-map NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_cmd,vnc nve-group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_export_no_prefixlist_cmd,no export <bgp|zebra> <ipv4|ipv6> prefix-list [NAME],bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_export_no_routemap_cmd,no export <bgp|zebra> route-map [NAME],bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_export_prefixlist_cmd,export <bgp|zebra> <ipv4|ipv6> prefix-list NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_export_routemap_cmd,export <bgp|zebra> route-map NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_l2rd_cmd,l2rd <(1-255)|auto-vn>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_no_l2rd_cmd,",        NO_STR",bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_prefix_cmd,prefix <vn|un> <A.B.C.D/M|X:X::X:X/M>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_rd_cmd,rd ASN:NN_OR_IP-ADDRESS:NN,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_redist_bgpdirect_no_prefixlist_cmd,no redistribute bgp-direct <ipv4|ipv6> prefix-list,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_redist_bgpdirect_no_routemap_cmd,no redistribute bgp-direct route-map,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_redist_bgpdirect_prefixlist_cmd,redistribute bgp-direct <ipv4|ipv6> prefix-list NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_redist_bgpdirect_routemap_cmd,redistribute bgp-direct route-map NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_responselifetime_cmd,response-lifetime <LIFETIME|infinite>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_rt_both_cmd,rt both RTLIST...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_rt_export_cmd,rt export RTLIST...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_nve_group_rt_import_cmd,rt import RTLIST...,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_VNC_NVE_GROUP_NODE,MISSING,skip-vnc,10-vnc,
vnc_redist_bgpdirect_no_prefixlist_cmd,no vnc redistribute <bgp-direct|bgp-direct-to-nve-groups> <ipv4|ipv6> prefix-list,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_redist_bgpdirect_no_routemap_cmd,no vnc redistribute <bgp-direct|bgp-direct-to-nve-groups> route-map,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_redist_bgpdirect_prefixlist_cmd,vnc redistribute <bgp-direct|bgp-direct-to-nve-groups> <ipv4|ipv6> prefix-list NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_redist_bgpdirect_routemap_cmd,vnc redistribute <bgp-direct|bgp-direct-to-nve-groups> route-map NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vnc_redistribute_bgp_exterior_cmd,vnc redistribute <ipv4|ipv6> bgp-direct-to-nve-groups view NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_redistribute_lifetime_cmd,vnc redistribute lifetime <LIFETIME|infinite>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_redistribute_mode_cmd,vnc redistribute mode <nve-group|plain|resolve-nve>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_redistribute_no_nvegroup_cmd,no vnc redistribute nve-group,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_redistribute_nvegroup_cmd,vnc redistribute nve-group NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_redistribute_protocol_cmd,vnc redistribute <ipv4|ipv6> <bgp|bgp-direct|bgp-direct-to-nve-groups|connected|kernel|ospf|rip|static>,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_redistribute_rh_roo_localadmin_cmd,vnc redistribute resolve-nve roo-ec-local-admin (0-65535),bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,PARTIAL,skip-vnc,10-vnc,
vnc_vrf_policy_cmd,vrf-policy NAME,bgpd/rfapi/bgp_rfapi_cfg.c,BGP_NODE,MISSING,skip-vnc,10-vnc,
vpnv4_network_cmd,network A.B.C.D/M rd ASN:NN_OR_IP-ADDRESS:NN <tag|label> (0-1048575),bgpd/bgp_mplsvpn.c,BGP_VPNV4_NODE,PARTIAL,fix,4-network-vpn,
vpnv4_network_route_map_cmd,network A.B.C.D/M rd ASN:NN_OR_IP-ADDRESS:NN <tag|label> (0-1048575) route-map RMAP_NAME,bgpd/bgp_mplsvpn.c,BGP_VPNV4_NODE,PARTIAL,fix,4-network-vpn,
vpnv6_network_cmd,network X:X::X:X/M rd ASN:NN_OR_IP-ADDRESS:NN <tag|label> (0-1048575) [route-map RMAP_NAME],bgpd/bgp_mplsvpn.c,BGP_VPNV6_NODE,PARTIAL,fix,4-network-vpn,
